Código del ámbito,Ámbito,Código del área (M49),Área,Código del elemento,Elemento,Código del producto (CPC),Producto,Código del año,Año,Unidad,Valor,Símbolo,Descripción del Símbolo,Nota
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01354","Fresas","2006","2006","toneladas","330485","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01354","Fresas","2007","2007","ha","8078","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01354","Fresas","2007","2007","kg/ha","33317.5","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01354","Fresas","2007","2007","toneladas","269139","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01354","Fresas","2008","2008","ha","8134","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01354","Fresas","2008","2008","kg/ha","34575.9","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01354","Fresas","2008","2008","toneladas","281240","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01354","Fresas","2009","2009","ha","7011","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01354","Fresas","2009","2009","kg/ha","38050.5","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01354","Fresas","2009","2009","toneladas","266772","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01354","Fresas","2010","2010","ha","7564","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01354","Fresas","2010","2010","kg/ha","36403.4","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01354","Fresas","2010","2010","toneladas","275355","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01354","Fresas","2011","2011","ha","6896","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01354","Fresas","2011","2011","kg/ha","38098.9","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01354","Fresas","2011","2011","toneladas","262730","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01354","Fresas","2012","2012","ha","7645","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01354","Fresas","2012","2012","kg/ha","38043.6","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01354","Fresas","2012","2012","toneladas","290843","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01354","Fresas","2013","2013","ha","8000","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01354","Fresas","2013","2013","kg/ha","39062.5","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01354","Fresas","2013","2013","toneladas","312500","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01354","Fresas","2014","2014","ha","7790","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01354","Fresas","2014","2014","kg/ha","37467.3","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01354","Fresas","2014","2014","toneladas","291870","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01354","Fresas","2015","2015","ha","7214","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01354","Fresas","2015","2015","kg/ha","55083","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01354","Fresas","2015","2015","toneladas","397369","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01354","Fresas","2016","2016","ha","6867","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01354","Fresas","2016","2016","kg/ha","54987","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01354","Fresas","2016","2016","toneladas","377596","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01354","Fresas","2017","2017","ha","6819","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01354","Fresas","2017","2017","kg/ha","52854.7","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01354","Fresas","2017","2017","toneladas","360416","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01354","Fresas","2018","2018","ha","7030","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01354","Fresas","2018","2018","kg/ha","49029.9","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01354","Fresas","2018","2018","toneladas","344680","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01354","Fresas","2019","2019","ha","7260","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01354","Fresas","2019","2019","kg/ha","48479.3","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01354","Fresas","2019","2019","toneladas","351960","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01354","Fresas","2020","2020","ha","7350","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01354","Fresas","2020","2020","kg/ha","37081.6","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01354","Fresas","2020","2020","toneladas","272550","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01354","Fresas","2021","2021","ha","7220","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01354","Fresas","2021","2021","kg/ha","49940.4","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01354","Fresas","2021","2021","toneladas","360570","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01354","Fresas","2022","2022","ha","7270","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01354","Fresas","2022","2022","kg/ha","44825.3","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01354","Fresas","2022","2022","toneladas","325880","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01354","Fresas","2023","2023","ha","7310","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01354","Fresas","2023","2023","kg/ha","45045.1","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01354","Fresas","2023","2023","toneladas","329280","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01354","Fresas","2024","2024","ha","7000","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01354","Fresas","2024","2024","kg/ha","46220","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01354","Fresas","2024","2024","toneladas","323540","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01701","Frijoles, secos","2005","2005","ha","10614","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01701","Frijoles, secos","2005","2005","kg/ha","1395.8","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01701","Frijoles, secos","2005","2005","toneladas","14815","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01701","Frijoles, secos","2006","2006","ha","9206","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01701","Frijoles, secos","2006","2006","kg/ha","1518.9","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01701","Frijoles, secos","2006","2006","toneladas","13983","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01701","Frijoles, secos","2007","2007","ha","8507","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01701","Frijoles, secos","2007","2007","kg/ha","1303","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01701","Frijoles, secos","2007","2007","toneladas","11085","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01701","Frijoles, secos","2008","2008","ha","6900","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01701","Frijoles, secos","2008","2008","kg/ha","1507.2","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01701","Frijoles, secos","2008","2008","toneladas","10400","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01701","Frijoles, secos","2009","2009","ha","7982","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01701","Frijoles, secos","2009","2009","kg/ha","1650.6","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01701","Frijoles, secos","2009","2009","toneladas","13175","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01701","Frijoles, secos","2010","2010","ha","7130","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01701","Frijoles, secos","2010","2010","kg/ha","1714.7","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01701","Frijoles, secos","2010","2010","toneladas","12226","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01701","Frijoles, secos","2011","2011","ha","6989","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01701","Frijoles, secos","2011","2011","kg/ha","1674.2","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01701","Frijoles, secos","2011","2011","toneladas","11701","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01701","Frijoles, secos","2012","2012","ha","6554","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01701","Frijoles, secos","2012","2012","kg/ha","1521.4","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01701","Frijoles, secos","2012","2012","toneladas","9971","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01701","Frijoles, secos","2013","2013","ha","6500","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01701","Frijoles, secos","2013","2013","kg/ha","1569.2","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01701","Frijoles, secos","2013","2013","toneladas","10200","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01701","Frijoles, secos","2014","2014","ha","7100","X","Cifra de fuente externa","Cifras no oficiales"
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01701","Frijoles, secos","2014","2014","kg/ha","2183.1","X","Cifra de fuente externa",""
